Animal ID,Name,DateTime,Found Location,Intake Type,Intake Condition,Animal Type,Sex upon Intake,Age upon Intake,Breed,Color,DateTime_out,Date of Birth,Outcome Type,Outcome Subtype,Sex upon Outcome,Age upon Outcome,shelter_time,shelter_days,Adopt Rating
827314,Rowdy,2020-12-18 11:26:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,8 years,Border Collie Mix,Black/White,2021-01-10 11:43:00,12/18/2012,Adoption,,Neutered Male,8 years,23 days 00:17:00,23,C
827313,*Caroline,2020-12-18 11:07:00,Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull Mix,Fawn/White,,,,,,,NaT,New intake,Not Adopted
827312,,2020-12-18 10:45:00,9705 Burnet in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Labrador Retriever/Border Collie,Black/White,2020-12-22 16:58:00,12/18/2019,Adoption,,Neutered Male,1 year,4 days 06:13:00,4,A
827311,,2020-12-18 10:40:00,824 Fairfield Drive in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Standard Schnauzer,White/Brown,2020-12-19 11:09:00,12/18/2018,Return to Owner,,Intact Male,2 years,1 days 00:29:00,1,Not Adopted
827304,,2020-12-18 09:23:00,Austin (TX),Wildlife,Injured,Other,Unknown,2 years,Coyote,Tan,2020-12-21 10:20:00,12/18/2018,Euthanasia,Rabies Risk,Unknown,2 years,3 days 00:57:00,3,Not Adopted
827303,Ruger,2020-12-18 07:58:00,4434 Frontier Trail in Austin (TX),Owner Surrender,Sick,Dog,Intact Male,6 months,Australian Cattle Dog,Red/White,2020-12-18 10:55:00,6/18/2020,Transfer,Partner,Intact Male,6 months,0 days 02:57:00,0,Not Adopted
827302,*Tati,2020-12-18 17:24:00,Brodie Lane And Fm 1626 in Travis (TX),Stray,Normal,Dog,Intact Female,2 years,Labrador Retriever Mix,Brown/White,2021-01-12 12:26:00,12/18/2018,Transfer,Partner,Intact Female,2 years,24 days 19:02:00,24,Not Adopted
827300,,2020-12-18 08:16:00,1101 E Riverside Drive in Austin (TX),Stray,Sick,Cat,Intact Female,5 months,Domestic Shorthair,Blue/Blue,2020-12-18 14:00:00,7/17/2020,Transfer,Partner,Intact Female,5 months,0 days 05:44:00,0,Not Adopted
827299,*Ranger,2020-12-17 21:20:00,2705 Hoeke in Austin (TX),Stray,Sick,Cat,Intact Male,3 years,Domestic Shorthair,Black/White,2021-01-30 17:14:00,12/17/2017,Transfer,Partner,Neutered Male,3 years,43 days 19:54:00,43,Not Adopted
827298,,2020-12-17 20:41:00,4402 Button Bend in Austin (TX),Stray,Injured,Cat,Unknown,2 years,Domestic Shorthair,Black/Black,2020-12-20 09:53:00,12/17/2018,Euthanasia,At Vet,Unknown,2 years,2 days 13:12:00,2,Not Adopted
827297,,2020-12-17 18:37:00,6701 Burnet Road in Austin (TX),Public Assist,Normal,Cat,Spayed Female,2 years,Domestic Medium Hair,White/Gray,2020-12-18 16:08:00,12/17/2018,Return to Owner,,Spayed Female,2 years,0 days 21:31:00,0,Not Adopted
827295,*Puddin,2020-12-17 16:53:00,12900 North Ih 35 Service Road in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull,White/Tan,2021-01-08 14:48:00,6/17/2019,Adoption,,Spayed Female,1 year,21 days 21:55:00,21,C
827293,,2020-12-17 16:36:00,12151 North Ih 35 in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Chihuahua Shorthair/Pug,White/Yellow,2020-12-21 14:09:00,12/17/2019,Transfer,Partner,Intact Female,1 year,3 days 21:33:00,3,Not Adopted
827289,Essie,2020-12-26 15:52:00,12433 Dessau Road in Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,3 years,Domestic Shorthair,Blue/White,2021-02-11 11:08:00,6/17/2017,Adoption,Foster,Spayed Female,3 years,46 days 19:16:00,46,D
827284,,2020-12-17 15:17:00,Lamar And Rundberg in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Chihuahua Shorthair,Brown,2020-12-21 16:50:00,12/17/2018,Adoption,,Spayed Female,2 years,4 days 01:33:00,4,A
827283,Mabel,2020-12-17 14:43:00,Lockhart Drive And East Side Drive in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,Pharaoh Hound Mix,Black/Tan,2020-12-17 16:52:00,10/1/2019,Return to Owner,,Spayed Female,1 year,0 days 02:09:00,0,Not Adopted
827282,*Pecan,2020-12-17 14:35:00,1618 Webberville Road in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Jack Russell Terrier/Beagle,White/Tan,2021-01-30 14:00:00,12/17/2018,Adoption,,Neutered Male,2 years,43 days 23:25:00,43,D
827280,,2020-12-17 13:58:00,Thrasher Lane And Monsanto Drive in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Chihuahua Shorthair,Tan,2020-12-21 17:22:00,12/17/2018,Adoption,,Spayed Female,2 years,4 days 03:24:00,4,A
827279,Gusteaux,2020-12-17 13:52:00,20212 Fm 973 in Travis (TX),Stray,Normal,Dog,Intact Male,2 years,Catahoula,Brown/White,2021-02-08 17:48:00,12/17/2018,Adoption,,Neutered Male,2 years,53 days 03:56:00,53,D
827276,*Poppet,2020-12-17 13:21:00,Highway 71 And 183 in Austin (TX),Stray,Normal,Cat,Intact Male,3 months,Domestic Shorthair,Orange Tabby,2020-12-30 15:24:00,9/2/2020,Transfer,Partner,Neutered Male,3 months,13 days 02:03:00,13,Not Adopted
827274,*Fizzle,2020-12-17 13:21:00,Highway 71 And 183 in Austin (TX),Stray,Normal,Cat,Intact Female,3 months,Domestic Shorthair,Blue Tabby,2020-12-30 15:24:00,9/2/2020,Transfer,Partner,Spayed Female,3 months,13 days 02:03:00,13,Not Adopted
827272,*Artful Dodger,2020-12-17 11:46:00,125041 Dessau Road in Austin (TX),Stray,Normal,Dog,Intact Male,6 months,Staffordshire Mix,White/Blue,2021-02-23 11:35:00,6/17/2020,Adoption,Foster,Neutered Male,8 months,67 days 23:49:00,67,D
827266,Pepper,2020-12-17 11:51:00,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,13 years,Cairn Terrier,Black/White,2020-12-19 13:01:00,12/17/2007,Return to Owner,,Spayed Female,13 years,2 days 01:10:00,2,Not Adopted
827258,,2020-12-17 10:12:00,15433 Fm 1325 in Travis (TX),Stray,Normal,Dog,Intact Female,5 months,German Shepherd,Brown/Black,2020-12-21 17:04:00,7/17/2020,Adoption,,Spayed Female,5 months,4 days 06:52:00,4,A
827249,*Tofu,2020-12-17 09:19:00,2000 Wagon Crossing Path in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Boxer,Brown/White,2021-01-05 11:49:00,12/17/2018,Adoption,,Neutered Male,2 years,19 days 02:30:00,19,C
827246,*Jinora,2020-12-17 07:34:00,1515 Grove Boulevard in Austin (TX),Stray,Sick,Cat,Intact Female,6 months,Domestic Medium Hair,Brown Tabby,2020-12-30 15:25:00,6/17/2020,Transfer,Partner,Spayed Female,6 months,13 days 07:51:00,13,Not Adopted
827245,*Yui,2020-12-17 07:34:00,1515 Grove Boulevard in Austin (TX),Stray,Sick,Cat,Intact Female,6 months,Domestic Medium Hair,Brown Tabby,2020-12-30 15:25:00,6/17/2020,Transfer,Partner,Spayed Female,6 months,13 days 07:51:00,13,Not Adopted
827240,Ross 8,2020-12-31 13:29:00,15301 Harkness Pass in Austin (TX),Stray,Normal,Cat,Neutered Male,1 year,Domestic Shorthair,Black/White,2021-01-07 12:40:00,12/16/2019,Return to Owner,,Neutered Male,1 year,6 days 23:11:00,6,Not Adopted
827239,*Walter,2020-12-16 16:27:00,9800 Chukar Circle in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Pit Bull,Blue/White,2021-02-20 09:48:00,12/16/2017,Adoption,Foster,Neutered Male,3 years,65 days 17:21:00,65,D
827238,,2020-12-16 16:12:00,7100 Bluff Springs Road in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull,Brown/White,2020-12-22 09:31:00,12/16/2019,Adoption,,Spayed Female,1 year,5 days 17:19:00,5,
827237,Rumplestilskin,2020-12-16 16:01:00,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,9 months,Domestic Shorthair,Blue,2020-12-28 14:53:00,2/16/2020,Adoption,,Neutered Male,10 months,11 days 22:52:00,11,B
827236,,2020-12-16 15:46:00,Austin (TX),Owner Surrender,Normal,Other,Unknown,3 days,Rabbit Sh,Gray,2020-12-17 14:16:00,12/13/2020,Transfer,Partner,Unknown,4 days,0 days 22:30:00,0,Not Adopted
827235,,2020-12-16 15:46:00,Austin (TX),Owner Surrender,Normal,Other,Unknown,3 days,Rabbit Sh,Brown,2020-12-17 14:16:00,12/13/2020,Transfer,Partner,Unknown,4 days,0 days 22:30:00,0,Not Adopted
827234,,2020-12-16 15:46:00,Austin (TX),Owner Surrender,Normal,Other,Unknown,3 days,Rabbit Sh,Black,2020-12-17 14:15:00,12/13/2020,Transfer,Partner,Unknown,4 days,0 days 22:29:00,0,Not Adopted
827233,,2020-12-16 15:46:00,Austin (TX),Owner Surrender,Normal,Other,Unknown,3 days,Rabbit Sh,White,2020-12-17 14:15:00,12/13/2020,Transfer,Partner,Unknown,4 days,0 days 22:29:00,0,Not Adopted
827232,,2020-12-16 15:46:00,Austin (TX),Owner Surrender,Normal,Other,Unknown,3 days,Rabbit Sh,White,2020-12-17 14:14:00,12/13/2020,Transfer,Partner,Unknown,4 days,0 days 22:28:00,0,Not Adopted
827231,Snowball Bunnicula,2020-12-16 15:46:00,Austin (TX),Owner Surrender,Normal,Other,Intact Female,7 months,Rabbit Sh,White/Seal Point,2020-12-18 15:53:00,5/15/2020,Adoption,,Intact Female,7 months,2 days 00:07:00,2,A
827230,Flo,2020-12-16 15:46:00,Austin (TX),Owner Surrender,Normal,Other,Intact Female,2 years,Rabbit Sh,White,2020-12-17 14:14:00,12/16/2018,Transfer,Partner,Intact Female,2 years,0 days 22:28:00,0,Not Adopted
827229,,2020-12-16 15:30:00,5605 Nuckols Crossing Road in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Siberian Husky,White,2020-12-21 16:20:00,12/16/2019,Adoption,,Neutered Male,1 year,5 days 00:50:00,5,
827228,*Wreath,2020-12-16 15:06:00,Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Calico,2021-01-04 12:46:00,11/10/2020,Died,In Foster,Intact Female,1 month,18 days 21:40:00,18,Not Adopted
827227,*Garland,2020-12-16 15:06:00,Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Torbie,2021-02-18 08:45:00,11/10/2020,Adoption,Foster,Spayed Female,3 months,63 days 17:39:00,63,D
827225,*Ornament,2020-12-16 15:06:00,Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Longhair,Tortie,2021-02-18 08:50:00,11/10/2020,Adoption,Foster,Spayed Female,3 months,63 days 17:44:00,63,D
827224,*Tinsel,2020-12-16 15:06:00,Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Torbie,2021-02-18 08:44:00,11/10/2020,Adoption,Foster,Spayed Female,3 months,63 days 17:38:00,63,D
827223,*Holly,2020-12-16 15:06:00,Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Torbie,2021-02-13 13:23:00,11/10/2020,Adoption,Foster,Spayed Female,3 months,58 days 22:17:00,58,D
827222,Hank,2020-12-16 14:53:00,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,13 years,Domestic Medium Hair,Brown Tabby/White,2020-12-22 17:34:00,12/16/2007,Transfer,Partner,Spayed Female,13 years,6 days 02:41:00,6,Not Adopted
827221,Ozzy,2020-12-16 14:29:00,Turtle Dove in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,German Shepherd,Black/Tan,2020-12-21 16:22:00,10/16/2020,Adoption,,Neutered Male,2 months,5 days 01:53:00,5,
827218,*Lemon,2020-12-16 13:54:00,Spring Ray Drive in Travis (TX),Stray,Normal,Dog,Intact Female,2 years,German Shepherd Mix,Red/Black,,,,,,,NaT,New intake,Not Adopted
827217,*Marcus,2020-12-16 11:55:00,Marlo Drive in Austin (TX),Abandoned,Normal,Cat,Neutered Male,2 years,Domestic Shorthair,Black,,,,,,,NaT,New intake,Not Adopted
827216,,2020-12-16 12:28:00,14600 Rhone Drive in Travis (TX),Stray,Normal,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Tan,2020-12-21 16:21:00,12/16/2018,Adoption,,Neutered Male,2 years,5 days 03:53:00,5,
827215,,2020-12-16 12:28:00,14600 Rhone Drive in Travis (TX),Stray,Normal,Dog,Intact Male,2 years,Australian Shepherd,Blue Merle,2020-12-21 16:08:00,12/16/2018,Transfer,Partner,Neutered Male,2 years,5 days 03:40:00,5,Not Adopted
827214,Jaco,2020-12-16 11:29:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1 year,German Shepherd,Black/Brown,2021-02-13 15:23:00,9/16/2019,Adoption,Foster,Neutered Male,1 year,59 days 03:54:00,59,D
827212,*Ol'Mcdonald,2020-12-16 12:17:00,Oak Hill And Highway 71 in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Siberian Husky,Red/White,2020-12-21 17:28:00,12/16/2018,Adoption,,Neutered Male,2 years,5 days 05:11:00,5,
827209,*Bones,2020-12-16 11:01:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 years,Australian Cattle Dog Mix,Tricolor,2021-01-12 12:25:00,12/16/2018,Transfer,Partner,Neutered Male,2 years,27 days 01:24:00,27,Not Adopted
827208,Hercules,2020-12-16 11:01:00,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Rottweiler,Black/Brown,2020-12-21 09:25:00,12/16/2018,Adoption,,Neutered Male,2 years,4 days 22:24:00,4,A
827205,*Frankie,2020-12-16 10:49:00,12612 North Lamar Boulevard in Austin (TX),Stray,Injured,Bird,Unknown,2 years,Parakeet,Yellow/Green,2020-12-24 09:51:00,12/16/2018,Died,In Kennel,Unknown,2 years,7 days 23:02:00,7,Not Adopted
827202,*Wynona,2020-12-16 10:25:00,Lark Creek Drive in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull,Brown,2021-02-21 13:35:00,12/16/2018,Adoption,,Spayed Female,2 years,67 days 03:10:00,67,D
827198,*Bucket,2020-12-16 08:40:00,7601 Dixie Drive in Austin (TX),Stray,Normal,Dog,Neutered Male,3 years,German Shepherd,Black/Tan,2020-12-21 14:10:00,12/16/2017,Transfer,Partner,Neutered Male,3 years,5 days 05:30:00,5,Not Adopted
827197,*Marianna,2020-12-16 07:48:00,4434 Frontier Trail in Austin (TX),Stray,Injured,Cat,Intact Female,6 months,Domestic Shorthair,Brown Tabby,2021-01-08 11:58:00,6/16/2020,Adoption,,Spayed Female,6 months,23 days 04:10:00,23,C
827196,Charlie Pirhana,2020-12-16 07:38:00,2312 Rachael in Austin (TX),Owner Surrender,Injured,Cat,Neutered Male,4 years,Domestic Shorthair,Brown Tabby/White,2021-01-28 17:21:00,12/16/2016,Rto-Adopt,,Neutered Male,4 years,43 days 09:43:00,43,Not Adopted
827195,Jellybean,2020-12-16 07:28:00,2200 Narrow Parkway in Austin (TX),Stray,Injured,Cat,Intact Male,3 years,Domestic Shorthair,Orange Tabby,2020-12-23 17:11:00,12/16/2017,Rto-Adopt,,Neutered Male,3 years,7 days 09:43:00,7,Not Adopted
827193,*Victoria,2020-12-15 20:37:00,9409 Stonelake in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Medium Hair,Calico,2021-01-04 17:58:00,12/15/2019,Adoption,,Spayed Female,1 year,19 days 21:21:00,19,C
827192,*Eastwood,2020-12-15 20:30:00,12118 Walnut Park in Austin (TX),Stray,Normal,Dog,Intact Male,8 months,Pit Bull Mix,Blue,2020-12-22 16:35:00,4/15/2020,Adoption,,Neutered Male,8 months,6 days 20:05:00,6,B
827190,,2020-12-15 17:14:00,Fallwell Lane in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Doberman Pinsch,Black/Brown,2020-12-22 15:08:00,12/15/2018,Transfer,Partner,Spayed Female,2 years,6 days 21:54:00,6,Not Adopted
827188,Ralston,2020-12-15 16:59:00,Austin (TX),Owner Surrender,Normal,Other,Intact Male,7 months,Rabbit Sh,Black,2020-12-18 15:57:00,5/15/2020,Adoption,,Intact Male,7 months,2 days 22:58:00,2,A
827187,Brook,2020-12-15 16:59:00,Austin (TX),Owner Surrender,Normal,Other,Intact Male,7 months,Rabbit Sh,White/Blue,2020-12-20 11:49:00,5/15/2020,Transfer,Partner,Intact Male,7 months,4 days 18:50:00,4,Not Adopted
827184,Oreo,2020-12-15 16:26:00,Austin (TX),Owner Surrender,Normal,Other,Intact Male,2 years,Rex Mix,Blue/White,2020-12-20 11:49:00,12/15/2018,Transfer,Partner,Intact Male,2 years,4 days 19:23:00,4,Not Adopted
827182,,2020-12-15 16:00:00,15705 Jacobson Road in Travis (TX),Stray,Normal,Dog,Intact Male,1 year,German Shepherd/Great Pyrenees,Blue Tick,2020-12-21 17:55:00,6/15/2019,Adoption,,Neutered Male,1 year,6 days 01:55:00,6,B
827180,*Esther,2020-12-15 15:48:00,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,5 months,Domestic Shorthair,Blue/White,2021-01-03 17:37:00,7/15/2020,Adoption,,Spayed Female,5 months,19 days 01:49:00,19,C
827177,,2020-12-15 15:19:00,5202 Woodland Oaks Court in Austin (TX),Stray,Sick,Cat,Neutered Male,8 years,Siamese mix,Lynx Point,2020-12-17 16:51:00,12/15/2012,Transfer,Partner,Neutered Male,8 years,2 days 01:32:00,2,Not Adopted
827176,Zues,2020-12-15 13:53:00,9804 Briar Ridge Dr in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,American Staffordshire Terrier/Labrador Retriever,Black/White,2020-12-15 18:07:00,4/15/2019,Return to Owner,,Intact Male,1 year,0 days 04:14:00,0,Not Adopted
827173,*Dyson,2020-12-15 13:11:00,Mount Vernon in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Great Pyrenees/Golden Retriever,White/Tan,2021-01-02 12:17:00,12/15/2017,Adoption,,Neutered Male,3 years,17 days 23:06:00,17,C
827166,,2020-12-15 11:09:00,1520 Frontier Valley Drive in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Torbie,2020-12-21 16:53:00,10/20/2020,Adoption,,Spayed Female,2 months,6 days 05:44:00,6,B
827164,,2020-12-15 08:04:00,Harris Ridge Blvd in Travis (TX),Stray,Normal,Dog,Intact Female,2 years,Mastiff,Brown Brindle,2020-12-21 16:55:00,12/15/2018,Adoption,,Spayed Female,2 years,6 days 08:51:00,6,B
827162,Rocky,2020-12-16 13:26:00,Austin (TX),Public Assist,Normal,Dog,Intact Male,1 year,Pit Bull,Blue/White,2020-12-27 15:23:00,12/15/2019,Return to Owner,,Intact Male,1 year,11 days 01:57:00,11,Not Adopted
827161,*Aster,2020-12-14 20:39:00,4602 Borage in Austin (TX),Stray,Normal,Dog,Intact Male,4 years,Australian Shepherd Mix,Brown Brindle/White,2021-01-23 11:27:00,12/15/2016,Adoption,,Neutered Male,4 years,39 days 14:48:00,39,D
827153,Rey,2020-12-14 15:59:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,3 years,Pointer/Pit Bull,Brown/White,2021-02-09 13:04:00,12/14/2017,Transfer,Partner,Neutered Male,3 years,56 days 21:05:00,56,Not Adopted
827152,*Lester,2020-12-14 16:14:00,Old Manor Rd And 290 in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Labrador Retriever,Chocolate,2020-12-23 16:23:00,12/14/2018,Transfer,Partner,Neutered Male,2 years,9 days 00:09:00,9,Not Adopted
827151,Meko,2020-12-14 16:00:00,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,10 years,Domestic Shorthair,Torbie,2020-12-22 17:35:00,12/14/2010,Transfer,Partner,Spayed Female,10 years,8 days 01:35:00,8,Not Adopted
827150,,2020-12-14 15:24:00,3050 Tamarron in Austin (TX),Stray,Injured,Cat,Intact Male,2 years,Domestic Shorthair,Orange/White,2020-12-15 12:12:00,12/14/2018,Transfer,Partner,Intact Male,2 years,0 days 20:48:00,0,Not Adopted
827145,,2020-12-14 14:40:00,7914 Burleson Road in Austin (TX),Stray,Injured,Cat,Intact Male,2 months,Domestic Shorthair,Orange Tabby,2020-12-28 17:51:00,10/7/2020,Adoption,,Neutered Male,2 months,14 days 03:11:00,14,
827139,Lethal,2020-12-14 12:48:00,4401 Terrilance Drive in Austin (TX),Stray,Injured,Dog,Intact Male,2 years,Catahoula/Plott Hound,Brown Brindle/White,2020-12-15 16:40:00,12/14/2018,Return to Owner,,Intact Male,2 years,1 days 03:52:00,1,Not Adopted
827138,Fluffers,2020-12-14 12:15:00,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,5 years,Domestic Longhair,Blue/White,2021-02-08 14:30:00,12/14/2015,Transfer,Partner,Neutered Male,5 years,56 days 02:15:00,56,Not Adopted
827129,,2020-12-14 11:28:00,Travis (TX),Owner Surrender,Normal,Dog,Intact Female,8 months,Pembroke Welsh Corgi Mix,Black/White,2020-12-17 12:52:00,4/14/2020,Transfer,Partner,Intact Female,8 months,3 days 01:24:00,3,Not Adopted
827128,,2020-12-14 11:28:00,Travis (TX),Owner Surrender,Normal,Dog,Intact Female,8 months,Pembroke Welsh Corgi Mix,Brown Brindle/Black,2020-12-17 12:51:00,4/14/2020,Transfer,Partner,Intact Female,8 months,3 days 01:23:00,3,Not Adopted
827127,,2020-12-14 11:28:00,Travis (TX),Owner Surrender,Normal,Dog,Intact Female,8 months,Pembroke Welsh Corgi Mix,Brown/White,2020-12-17 12:52:00,4/14/2020,Transfer,Partner,Intact Female,8 months,3 days 01:24:00,3,Not Adopted
827126,,2020-12-14 11:28:00,Travis (TX),Owner Surrender,Normal,Dog,Intact Female,8 months,Pembroke Welsh Corgi Mix,White/Cream,2020-12-17 12:52:00,4/14/2020,Transfer,Partner,Intact Female,8 months,3 days 01:24:00,3,Not Adopted
827120,,2020-12-14 10:24:00,7000 Burleson Road in Austin (TX),Stray,Injured,Cat,Unknown,2 years,Domestic Shorthair,Tortie,2020-12-18 09:52:00,12/14/2018,Died,Enroute,Unknown,2 years,3 days 23:28:00,3,Not Adopted
827115,Emilio,2020-12-14 09:48:00,11903 Shady Springs Road in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Black/White,2020-12-15 18:13:00,12/14/2018,Return to Owner,,Intact Male,2 years,1 days 08:25:00,1,Not Adopted
827114,Thanos,2020-12-14 09:48:00,11903 Shady Springs Road in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,German Shepherd Mix,Black/Cream,2020-12-15 18:13:00,12/14/2019,Return to Owner,,Intact Male,1 year,1 days 08:25:00,1,Not Adopted
827113,*Bruno,2020-12-14 09:03:00,Airport And Springdale in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Labrador Retriever/Boxer,Tan/White,2020-12-29 12:35:00,12/14/2018,Transfer,Partner,Neutered Male,2 years,15 days 03:32:00,15,Not Adopted
827112,*Francine,2020-12-14 09:03:00,Airport And Springdale in Austin (TX),Stray,Normal,Dog,Intact Female,8 months,Pit Bull/Labrador Retriever,White/Brown Brindle,2021-02-22 13:20:00,4/14/2020,Adoption,,Spayed Female,10 months,70 days 04:17:00,70,D
827111,Bella,2020-12-14 08:03:00,5907 Wideleaf Drive in Austin (TX),Owner Surrender,Sick,Dog,Intact Female,2 months,Alaskan Husky,Black/White,2020-12-14 13:57:00,10/7/2020,Transfer,Partner,Intact Female,2 months,0 days 05:54:00,0,Not Adopted
827108,,2020-12-13 17:49:00,5033 Lexington Meadow in Travis (TX),Stray,Normal,Dog,Intact Male,1 year,Brittany Mix,Brown/White,2020-12-22 16:49:00,12/13/2019,Adoption,,Neutered Male,1 year,8 days 23:00:00,8,B
827107,Max,2020-12-13 17:31:00,3551 Killingsworth Lane in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Labrador Retriever/Blue Lacy,Black/White,2020-12-17 13:09:00,12/13/2018,Return to Owner,,Neutered Male,2 years,3 days 19:38:00,3,Not Adopted
827106,Ranger,2020-12-13 17:28:00,3551 Killingsworth Lane in Austin (TX),Stray,Normal,Dog,Neutered Male,5 years,Rottweiler/Labrador Retriever,Black/Brown,2020-12-17 13:09:00,12/13/2015,Return to Owner,,Neutered Male,5 years,3 days 19:41:00,3,Not Adopted
827105,,2020-12-13 16:30:00,Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Anatol Shepherd,Tricolor,2020-12-18 14:43:00,9/13/2020,Adoption,,Spayed Female,3 months,4 days 22:13:00,4,A
827101,,2020-12-13 15:49:00,Paleface Ranch Road And Cox Crossing Road in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,Boxer,Brown Brindle,2020-12-21 16:22:00,12/13/2018,Adoption,,Spayed Female,2 years,8 days 00:33:00,8,B
